run_id,source_url,source_checked_at,scrape_status,scrape_error_code,scrape_error_message,brand,series,product_name,base_item_number,variant_id,sku,item_number,selected_size,selected_upholstery,selected_leg,width_cm,depth_cm,height_cm,weight_kg,material,list_price,display_price,canonical_price,price_from,currency,tax_type,image_url,pdf_url,raw_data_ref
20260521T143134Z,https://www.boconcept.com/ja-jp/p/catskills/4060001-9:0708s-14:3320/,2026-05-21T14:31:35.210208+00:00,success,,,BoConcept,Catskills,Catskills armchair,406500013320730,4060001-9:0708s-14:3320,406500013320730,406500013320730,,ベージュ Lucca ファブリック 3320,自然無垢材オーク,85 cm,83 cm,45/95 cm,39 kg,背面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / フレーム: パイン / 合板 / LVL / ファイバーボード / 段ボール / メタルフレーム / 座面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / サスペンション: 伸縮性ベルト / ファブリック裏地: 不織布（80g/m2） / Upholstery composition: 100% ポリエステル。,"¥ 359,900","¥ 257,900から","¥ 257,900から",dom_text,JPY,tax_included,https://assets.boconcept.com/8a8c01a1-6fe8-4496-b3a3-b3b60104fcca/2905714_PNG-Web%2072dpi.png?format=pjpg&auto=webp&fit=bounds&width=1920&quality=70,,raw/product.html
