run_id,source_url,source_checked_at,scrape_status,scrape_error_code,scrape_error_message,brand,series,product_name,base_item_number,variant_id,sku,item_number,selected_size,selected_upholstery,selected_leg,width_cm,depth_cm,height_cm,weight_kg,material,list_price,display_price,canonical_price,price_from,currency,tax_type,image_url,pdf_url,raw_data_ref,variant_key,variant_key_from,variant_key_error_type,variant_key_error_detail,list_price_value,display_price_value,canonical_price_value,price_compare_value,price_compare_from,price_normalization_error
phase3-catskills-all-variants,https://www.boconcept.com/ja-jp/p/catskills/4060001-9:0702s-14:3311/,2026-05-23T04:08:38.856763+00:00,success,,,BoConcept,Catskills,Catskills armchair,406500013311731,4060001-9:0702s-14:3311,406500013311731,406500013311731,,ブラウン Copenhagen ファブリック 3311,暗色無垢材オーク,85 cm,83 cm,45/95 cm,39 kg,背面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / フレーム: パイン / 合板 / LVL / ファイバーボード / 段ボール / メタルフレーム / 座面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / サスペンション: 伸縮性ベルト / ファブリック裏地: 不織布（80g/m2） / Upholstery composition: 前面：リサイクルポリエステル 96%、ナイロン 4%。背面：リサイクルポリエステル 100%。,"¥ 315,900","¥ 257,900から","¥ 315,900",dom_text,JPY,tax_included,https://assets.boconcept.com/f666fecc-4da4-4dd2-8bd4-b3b601307ac0/2913207_PNG-Web%2072dpi.png?format=pjpg&auto=webp&fit=bounds&width=1920&quality=70,,raw/variant_001_140_4060001-9_0702s-14_3311.html,4060001-9:0702s-14:3311,variant_id,,,315900,257900,315900,315900,canonical_price,
phase3-catskills-all-variants,https://www.boconcept.com/ja-jp/p/catskills/4060001-9:0702s-14:3312/,2026-05-23T04:08:45.321898+00:00,success,,,BoConcept,Catskills,Catskills armchair,406500013312731,4060001-9:0702s-14:3312,406500013312731,406500013312731,,オーカー Copenhagen ファブリック 3312,暗色無垢材オーク,85 cm,83 cm,45/95 cm,39 kg,背面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / フレーム: パイン / 合板 / LVL / ファイバーボード / 段ボール / メタルフレーム / 座面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / サスペンション: 伸縮性ベルト / ファブリック裏地: 不織布（80g/m2） / Upholstery composition: 前面：リサイクルポリエステル 96%、ナイロン 4%。背面：リサイクルポリエステル 100%。,"¥ 315,900","¥ 257,900から","¥ 315,900",dom_text,JPY,tax_included,https://assets.boconcept.com/cd0dd967-96e5-4e04-aa30-b3b60130b68b/2913211_PNG-Web%2072dpi.png?format=pjpg&auto=webp&fit=bounds&width=1920&quality=70,,raw/variant_001_141_4060001-9_0702s-14_3312.html,4060001-9:0702s-14:3312,variant_id,,,315900,257900,315900,315900,canonical_price,
phase3-catskills-all-variants,https://www.boconcept.com/ja-jp/p/catskills/4060001-9:0702s-14:3320/,2026-05-23T04:08:52.129761+00:00,success,,,BoConcept,Catskills,Catskills armchair,406500013320731,4060001-9:0702s-14:3320,406500013320731,406500013320731,,ベージュ Lucca ファブリック 3320,暗色無垢材オーク,85 cm,83 cm,45/95 cm,39 kg,背面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / フレーム: パイン / 合板 / LVL / ファイバーボード / 段ボール / メタルフレーム / 座面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / サスペンション: 伸縮性ベルト / ファブリック裏地: 不織布（80g/m2） / Upholstery composition: 100% ポリエステル。,"¥ 359,900","¥ 257,900から","¥ 359,900",dom_text,JPY,tax_included,https://assets.boconcept.com/410d936f-c849-4272-9de9-b3b60131044a/2913215_PNG-Web%2072dpi.png?format=pjpg&auto=webp&fit=bounds&width=1920&quality=70,,raw/variant_001_142_4060001-9_0702s-14_3320.html,4060001-9:0702s-14:3320,variant_id,,,359900,257900,359900,359900,canonical_price,
phase3-catskills-all-variants,https://www.boconcept.com/ja-jp/p/catskills/4060001-9:0702s-14:3321/,2026-05-23T04:08:58.556397+00:00,success,,,BoConcept,Catskills,Catskills armchair,406500013321731,4060001-9:0702s-14:3321,406500013321731,406500013321731,,ホワイト Lucca ファブリック 3321,暗色無垢材オーク,85 cm,83 cm,45/95 cm,39 kg,背面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / フレーム: パイン / 合板 / LVL / ファイバーボード / 段ボール / メタルフレーム / 座面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / サスペンション: 伸縮性ベルト / ファブリック裏地: 不織布（80g/m2） / Upholstery composition: 100% ポリエステル。,"¥ 359,900","¥ 257,900から","¥ 359,900",dom_text,JPY,tax_included,https://assets.boconcept.com/4c0f0d7e-ffb6-481d-b2fd-b3b60130bf96/2913219_PNG-Web%2072dpi.png?format=pjpg&auto=webp&fit=bounds&width=1920&quality=70,,raw/variant_001_143_4060001-9_0702s-14_3321.html,4060001-9:0702s-14:3321,variant_id,,,359900,257900,359900,359900,canonical_price,
phase3-catskills-all-variants,https://www.boconcept.com/ja-jp/p/catskills/4060001-9:0702s-14:3322/,2026-05-23T04:09:05.019208+00:00,success,,,BoConcept,Catskills,Catskills armchair,406500013322731,4060001-9:0702s-14:3322,406500013322731,406500013322731,,グリーン Lucca ファブリック 3322,暗色無垢材オーク,85 cm,83 cm,45/95 cm,39 kg,背面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / フレーム: パイン / 合板 / LVL / ファイバーボード / 段ボール / メタルフレーム / 座面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / サスペンション: 伸縮性ベルト / ファブリック裏地: 不織布（80g/m2） / Upholstery composition: 100% ポリエステル。,"¥ 359,900","¥ 257,900から","¥ 359,900",dom_text,JPY,tax_included,https://assets.boconcept.com/9404b4f7-af68-4e4f-9738-b3b60130c294/2913223_PNG-Web%2072dpi.png?format=pjpg&auto=webp&fit=bounds&width=1920&quality=70,,raw/variant_001_144_4060001-9_0702s-14_3322.html,4060001-9:0702s-14:3322,variant_id,,,359900,257900,359900,359900,canonical_price,
phase3-catskills-all-variants,https://www.boconcept.com/ja-jp/p/catskills/4060001-9:0702s-14:3323/,2026-05-23T04:09:11.483793+00:00,success,,,BoConcept,Catskills,Catskills armchair,406500013323731,4060001-9:0702s-14:3323,406500013323731,406500013323731,,レッド Lucca ファブリック 3323,暗色無垢材オーク,85 cm,83 cm,45/95 cm,39 kg,背面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / フレーム: パイン / 合板 / LVL / ファイバーボード / 段ボール / メタルフレーム / 座面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / サスペンション: 伸縮性ベルト / ファブリック裏地: 不織布（80g/m2） / Upholstery composition: 100% ポリエステル。,"¥ 359,900","¥ 257,900から","¥ 359,900",dom_text,JPY,tax_included,https://assets.boconcept.com/04ed0ba1-1758-4032-9e87-b3b60130d0ae/2913227_PNG-Web%2072dpi.png?format=pjpg&auto=webp&fit=bounds&width=1920&quality=70,,raw/variant_001_145_4060001-9_0702s-14_3323.html,4060001-9:0702s-14:3323,variant_id,,,359900,257900,359900,359900,canonical_price,
phase3-catskills-all-variants,https://www.boconcept.com/ja-jp/p/catskills/4060001-9:0702s-14:3324/,2026-05-23T04:09:17.927567+00:00,success,,,BoConcept,Catskills,Catskills armchair,406500013324731,4060001-9:0702s-14:3324,406500013324731,406500013324731,,キャメル Lucca ファブリック 3324,暗色無垢材オーク,85 cm,83 cm,45/95 cm,39 kg,背面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / フレーム: パイン / 合板 / LVL / ファイバーボード / 段ボール / メタルフレーム / 座面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / サスペンション: 伸縮性ベルト / ファブリック裏地: 不織布（80g/m2） / Upholstery composition: 100% ポリエステル。,"¥ 359,900","¥ 257,900から","¥ 359,900",dom_text,JPY,tax_included,https://assets.boconcept.com/7c93da68-f8bf-468c-aee7-b3b60130c75a/2913231_PNG-Web%2072dpi.png?format=pjpg&auto=webp&fit=bounds&width=1920&quality=70,,raw/variant_001_146_4060001-9_0702s-14_3324.html,4060001-9:0702s-14:3324,variant_id,,,359900,257900,359900,359900,canonical_price,
phase3-catskills-all-variants,https://www.boconcept.com/ja-jp/p/catskills/4060001-9:0702s-14:3331/,2026-05-23T04:09:24.407781+00:00,success,,,BoConcept,Catskills,Catskills armchair,406500013331731,4060001-9:0702s-14:3331,406500013331731,406500013331731,,ベージュ Arezzo ファブリック 3331,暗色無垢材オーク,85 cm,83 cm,45/95 cm,39 kg,背面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / フレーム: パイン / 合板 / LVL / ファイバーボード / 段ボール / メタルフレーム / 座面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / サスペンション: 伸縮性ベルト / ファブリック裏地: 不織布（80g/m2） / Upholstery composition: ポリエステル 65%、リネン 35%。,"¥ 359,900","¥ 257,900から","¥ 359,900",dom_text,JPY,tax_included,https://assets.boconcept.com/489674cf-022d-41c4-8908-b3b60130d7b9/2913235_PNG-Web%2072dpi.png?format=pjpg&auto=webp&fit=bounds&width=1920&quality=70,,raw/variant_001_147_4060001-9_0702s-14_3331.html,4060001-9:0702s-14:3331,variant_id,,,359900,257900,359900,359900,canonical_price,
phase3-catskills-all-variants,https://www.boconcept.com/ja-jp/p/catskills/4060001-9:0702s-14:3332/,2026-05-23T04:09:31.038715+00:00,success,,,BoConcept,Catskills,Catskills armchair,406500013332731,4060001-9:0702s-14:3332,406500013332731,406500013332731,,ライトブラウン Arezzo ファブリック 3332,暗色無垢材オーク,85 cm,83 cm,45/95 cm,39 kg,背面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / フレーム: パイン / 合板 / LVL / ファイバーボード / 段ボール / メタルフレーム / 座面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / サスペンション: 伸縮性ベルト / ファブリック裏地: 不織布（80g/m2） / Upholstery composition: ポリエステル 65%、リネン 35%。,"¥ 359,900","¥ 257,900から","¥ 359,900",dom_text,JPY,tax_included,https://assets.boconcept.com/43f2ff5d-b2cd-481b-9704-b3b601310b94/2913239_PNG-Web%2072dpi.png?format=pjpg&auto=webp&fit=bounds&width=1920&quality=70,,raw/variant_001_148_4060001-9_0702s-14_3332.html,4060001-9:0702s-14:3332,variant_id,,,359900,257900,359900,359900,canonical_price,
phase3-catskills-all-variants,https://www.boconcept.com/ja-jp/p/catskills/4060001-9:0702s-14:3333/,2026-05-23T04:09:37.288164+00:00,success,,,BoConcept,Catskills,Catskills armchair,406500013333731,4060001-9:0702s-14:3333,406500013333731,406500013333731,,オーカー Arezzo ファブリック 3333,暗色無垢材オーク,85 cm,83 cm,45/95 cm,39 kg,背面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / フレーム: パイン / 合板 / LVL / ファイバーボード / 段ボール / メタルフレーム / 座面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / サスペンション: 伸縮性ベルト / ファブリック裏地: 不織布（80g/m2） / Upholstery composition: ポリエステル 65%、リネン 35%。,"¥ 359,900","¥ 257,900から","¥ 359,900",dom_text,JPY,tax_included,https://assets.boconcept.com/6f4e3f0d-9dcb-48b0-8958-b3b60130e251/2913243_PNG-Web%2072dpi.png?format=pjpg&auto=webp&fit=bounds&width=1920&quality=70,,raw/variant_001_149_4060001-9_0702s-14_3333.html,4060001-9:0702s-14:3333,variant_id,,,359900,257900,359900,359900,canonical_price,
phase3-catskills-all-variants,https://www.boconcept.com/ja-jp/p/catskills/4060001-9:0702s-14:3334/,2026-05-23T04:09:43.805475+00:00,success,,,BoConcept,Catskills,Catskills armchair,406500013334731,4060001-9:0702s-14:3334,406500013334731,406500013334731,,グリーン Arezzo ファブリック 3334,暗色無垢材オーク,85 cm,83 cm,45/95 cm,39 kg,背面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / フレーム: パイン / 合板 / LVL / ファイバーボード / 段ボール / メタルフレーム / 座面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / サスペンション: 伸縮性ベルト / ファブリック裏地: 不織布（80g/m2） / Upholstery composition: ポリエステル 65%、リネン 35%。,"¥ 359,900","¥ 257,900から","¥ 359,900",dom_text,JPY,tax_included,https://assets.boconcept.com/4e44eccd-7ace-471c-965e-b3b60130fad5/2913247_PNG-Web%2072dpi.png?format=pjpg&auto=webp&fit=bounds&width=1920&quality=70,,raw/variant_001_150_4060001-9_0702s-14_3334.html,4060001-9:0702s-14:3334,variant_id,,,359900,257900,359900,359900,canonical_price,
phase3-catskills-all-variants,https://www.boconcept.com/ja-jp/p/catskills/4060001-9:0702s-14:3261/,2026-05-23T04:09:50.349052+00:00,success,,,BoConcept,Catskills,Catskills armchair,406500013261731,4060001-9:0702s-14:3261,406500013261731,406500013261731,,スカイブルー Bologna fabric 3261,暗色無垢材オーク,85 cm,83 cm,45/95 cm,39 kg,背面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / フレーム: パイン / 合板 / LVL / ファイバーボード / 段ボール / メタルフレーム / 座面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / サスペンション: 伸縮性ベルト / ファブリック裏地: 不織布（80g/m2） / Upholstery composition: 100% ポリエステル,"¥ 315,900","¥ 257,900から","¥ 315,900",dom_text,JPY,tax_included,https://assets.boconcept.com/4f2c3cc3-6c9c-4dd3-9f86-b3b60130f230/2913589_PNG-Web%2072dpi.png?format=pjpg&auto=webp&fit=bounds&width=1920&quality=70,,raw/variant_001_151_4060001-9_0702s-14_3261.html,4060001-9:0702s-14:3261,variant_id,,,315900,257900,315900,315900,canonical_price,
phase3-catskills-all-variants,https://www.boconcept.com/ja-jp/p/catskills/4060001-9:0702s-14:3262/,2026-05-23T04:09:56.899605+00:00,success,,,BoConcept,Catskills,Catskills armchair,406500013262731,4060001-9:0702s-14:3262,406500013262731,406500013262731,,Mouse belly Bologna fabric 3262,暗色無垢材オーク,85 cm,83 cm,45/95 cm,39 kg,背面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / フレーム: パイン / 合板 / LVL / ファイバーボード / 段ボール / メタルフレーム / 座面: 39kg/m3 フォーム CA40S、28kg/m3 フォーム RE390、ポリクッション材 / サスペンション: 伸縮性ベルト / ファブリック裏地: 不織布（80g/m2） / Upholstery composition: 100% ポリエステル,"¥ 315,900","¥ 257,900から","¥ 315,900",dom_text,JPY,tax_included,https://assets.boconcept.com/bfda5794-97d0-4156-8742-b3b60130fe15/2913593_PNG-Web%2072dpi.png?format=pjpg&auto=webp&fit=bounds&width=1920&quality=70,,raw/variant_001_152_4060001-9_0702s-14_3262.html,4060001-9:0702s-14:3262,variant_id,,,315900,257900,315900,315900,canonical_price,
